,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
270,UI64281,NV,F,Master,2285561.21,20832.0,65.0,0,Personal Auto,Two-Door Car,56.371967
271,AE98193,WA,M,High School or Below,785941.46,0.0,113.0,0,Personal Auto,SUV,813.6
272,AZ74055,OR,M,High School or Below,411557.74,52405.0,103.0,0,Personal Auto,Four-Door Car,494.4
273,XS76911,AZ,F,High School or Below,502963.88,0.0,133.0,0,Personal Auto,Luxury,795.864079
274,AY40674,WA,F,Bachelor,482141.85,26583.0,1005.0,4,Personal Auto,SUV,614.4
275,NA12740,OR,M,Master,500431.05,25486.0,65.0,0,Special Auto,Two-Door Car,72.438681
276,UA84837,AZ,M,College,863005.39,24065.0,111.0,0,Corporate Auto,Four-Door Car,532.8
277,DJ51510,AZ,F,High School or Below,932208.51,70435.0,116.0,0,Personal Auto,Four-Door Car,67.881546
278,VM58985,Cali,M,College,1672756.06,0.0,76.0,2,Personal Auto,Two-Door Car,402.636829
279,OH60605,OR,F,High School or Below,365253.24,39679.0,92.0,0,Personal Auto,Two-Door Car,641.388616
280,UO98052,NV,M,College,615860.12,0.0,89.0,0,Personal Auto,Four-Door Car,342.481173
281,NC53424,Cali,M,Bachelor,437608.4,0.0,69.0,4,Personal Auto,Two-Door Car,331.2
282,LQ13873,NV,M,High School or Below,556945.62,53565.0,71.0,1,Personal Auto,Four-Door Car,340.8
283,LA97014,WA,M,Bachelor,257651.3,37574.0,66.0,1,Personal Auto,Two-Door Car,412.101933
284,NB79936,WA,M,Bachelor,834698.32,48259.0,108.0,0,Personal Auto,Two-Door Car,73.700573
285,NT89061,AZ,F,High School or Below,632392.39,78532.0,78.0,0,Personal Auto,Four-Door Car,374.4
286,AF10970,AZ,F,Bachelor,597314.34,96163.0,73.0,0,Corporate Auto,Four-Door Car,350.4
287,ZG48513,Cali,M,Bachelor,470667.7,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
288,JQ59145,Cali,M,High School or Below,809341.03,0.0,114.0,1,Personal Auto,Luxury,722.024742
289,FE84989,WA,M,College,503574.46,72672.0,63.0,0,Personal Auto,Four-Door Car,259.361117
290,JT52858,OR,F,Bachelor,902786.72,99002.0,112.0,1,Personal Auto,Four-Door Car,537.6
291,MC62068,CA,M,High School or Below,728888.48,79494.0,91.0,0,Personal Auto,Four-Door Car,396.295614
292,EU27538,OR,M,Master,1804247.94,35704.0,225.0,0,Personal Auto,Luxury,358.281562
293,RH42306,AZ,F,Bachelor,499206.3,0.0,71.0,0,Corporate Auto,Four-Door Car,653.388564
294,US23612,OR,F,High School or Below,910226.78,26049.0,118.0,0,Personal Auto,Two-Door Car,121.032372
295,WV76014,AZ,M,Doctor,254040.77,70125.0,64.0,0,Special Auto,Four-Door Car,92.813396
296,RK96223,CA,M,College,1294189.19,52369.0,110.0,1,Personal Auto,SUV,528.0
297,MF82000,WA,F,Bachelor,236534.86,0.0,66.0,2,Special Auto,Four-Door Car,159.636956
298,FM46980,AZ,M,College,572076.51,41770.0,72.0,0,Personal Auto,Four-Door Car,476.156957
299,SY56792,OR,M,High School or Below,703553.41,0.0,101.0,0,Corporate Auto,Four-Door Car,727.2
300,RF61565,CA,M,College,263697.77,31911.0,67.0,0,Personal Auto,Four-Door Car,321.6
301,IM94808,NV,M,Bachelor,539583.2,70051.0,68.0,0,Corporate Auto,Four-Door Car,42.078345
302,VI14730,OR,M,High School or Below,838263.01,19683.0,117.0,1,Personal Auto,Luxury,561.6
303,YR34119,WA,F,College,3116174.52,30916.0,112.0,0,Personal Auto,SUV,200.11606
304,RR77985,OR,F,Bachelor,288774.23,0.0,80.0,0,Personal Auto,Four-Door Car,676.944023
305,QD28391,WA,M,College,742584.53,84302.0,62.0,0,Personal Auto,Four-Door Car,76.609295
306,WV17090,CA,M,Bachelor,2558572.78,0.0,116.0,0,Corporate Auto,SUV,830.623064
307,TM23514,OR,M,College,1027260.82,60145.0,132.0,0,Personal Auto,SUV,580.473259
308,MQ68407,OR,F,Bachelor,437636.36,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683
309,GJ59592,CA,F,Bachelor,531889.66,25134.0,67.0,0,Corporate Auto,Four-Door Car,321.6
310,FY56083,OR,M,Bachelor,471976.22,37057.0,61.0,1,Personal Auto,Four-Door Car,47.53101
311,UA94723,OR,F,High School or Below,442803.16,58577.0,110.0,0,Personal Auto,SUV,303.872752
312,FW91032,CA,M,High School or Below,587917.61,85857.0,73.0,0,Corporate Auto,Four-Door Car,100.620067
313,DE34457,OR,F,Doctor,941690.85,70602.0,116.0,0,Personal Auto,SUV,481.339891
314,HD32044,OR,F,Master,828815.56,33816.0,106.0,2,Corporate Auto,Four-Door Car,508.8
315,HH30454,OR,M,Bachelor,3265483.83,0.0,153.0,0,Personal Auto,SUV,1101.6
316,AH84063,OR,F,College,471945.01,89642.0,121.0,4,Corporate Auto,SUV,86.320022
317,QA17596,CA,F,Bachelor,390347.48,60068.0,98.0,0,Personal Auto,Two-Door Car,470.4
318,XI41052,CA,F,Bachelor,545725.97,50044.0,139.0,0,Personal Auto,SUV,667.2
319,DI30528,CA,F,Master,272535.64,36650.0,69.0,1,Personal Auto,Four-Door Car,56.60333
320,SC66359,AZ,F,College,443397.37,50653.0,110.0,0,Corporate Auto,SUV,262.865172
321,EN61670,AZ,F,Doctor,533246.27,68931.0,66.0,0,Personal Auto,Four-Door Car,309.577946
322,DQ10761,OR,M,Bachelor,231509.5,0.0,73.0,1,Corporate Auto,Four-Door Car,350.4
323,BQ51587,CA,F,College,541195.37,0.0,73.0,0,Personal Auto,Four-Door Car,365.364581
324,JE21522,CA,M,Bachelor,958733.23,39266.0,80.0,0,Personal Auto,Four-Door Car,384.0
325,WS47147,CA,M,College,2210350.72,0.0,102.0,0,Personal Auto,SUV,489.6
326,ZA64638,NV,F,High School or Below,976494.53,0.0,98.0,1,Personal Auto,Four-Door Car,705.6
327,EW38459,NV,F,Bachelor,256715.15,40864.0,65.0,0,Corporate Auto,Four-Door Car,9.51528
328,QW87316,OR,F,College,265062.28,39035.0,68.0,0,Personal Auto,Four-Door Car,244.564334
329,IC43478,CA,M,Bachelor,1126436.33,34923.0,98.0,0,Personal Auto,Two-Door Car,639.105556
330,TE34064,CA,M,High School or Below,216852.35,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
331,WU60905,CA,F,High School or Below,861066.75,0.0,111.0,0,Corporate Auto,SUV,532.8
332,YM18992,CA,F,College,283464.62,24506.0,71.0,0,Personal Auto,Two-Door Car,511.2
333,PD55753,OR,M,High School or Below,893013.97,0.0,82.0,0,Personal Auto,Four-Door Car,554.522969
334,KU56006,AZ,F,College,553638.7,52220.0,70.0,1,Personal Auto,Four-Door Car,336.0
335,MJ69973,AZ,M,High School or Below,284085.43,0.0,74.0,0,Personal Auto,Two-Door Car,402.449823
336,TW43626,CA,M,College,808288.1,53554.0,67.0,0,Personal Auto,Four-Door Car,327.020539
337,XX84133,CA,M,Bachelor,525473.43,34476.0,67.0,1,Corporate Auto,Four-Door Car,5.3953
338,ZW84453,AZ,F,Bachelor,511623.76,0.0,70.0,0,Personal Auto,Four-Door Car,131.401291
339,HO29524,CA,M,College,303464.7,68205.0,76.0,0,Personal Auto,Two-Door Car,99.382943
340,VE89726,CA,F,High School or Below,802489.99,0.0,119.0,1,Personal Auto,SUV,856.8
341,GE87503,CA,M,High School or Below,1821114.32,53690.0,154.0,0,Personal Auto,SUV,739.2
342,PX90263,OR,M,High School or Below,512156.33,0.0,72.0,0,Personal Auto,Four-Door Car,518.4
343,NI17718,CA,F,High School or Below,215017.86,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
344,FY32213,CA,F,High School or Below,559538.99,74454.0,71.0,0,Personal Auto,Four-Door Car,340.8
345,RZ13254,NV,F,Bachelor,756282.4,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
346,GN45013,OR,M,High School or Below,538585.32,29664.0,71.0,0,Personal Auto,Four-Door Car,340.8
347,NM39588,WA,F,Doctor,267805.83,72450.0,66.0,0,Corporate Auto,Four-Door Car,84.218363
348,KU84464,NV,F,Bachelor,942256.79,47272.0,79.0,3,Personal Auto,Four-Door Car,64.546877
349,YH43527,OR,F,College,360586.03,21585.0,92.0,0,Corporate Auto,Four-Door Car,441.6
350,RO30676,CA,F,College,776259.06,23827.0,106.0,2,Personal Auto,Four-Door Car,37.910623
351,QL59704,AZ,F,College,2344490.05,69906.0,74.0,2,Corporate Auto,Four-Door Car,202.860399
352,QH19450,CA,F,High School or Below,255817.82,0.0,72.0,0,Corporate Auto,Four-Door Car,345.6
353,SA54664,WA,M,Master,265438.1,73196.0,66.0,1,Personal Auto,Four-Door Car,85.809817
354,CI38330,WA,M,Bachelor,254978.61,72217.0,6464.0,0,Personal Auto,Four-Door Car,91.146661
355,WB38524,CA,M,High School or Below,296959.33,46131.0,74.0,0,Personal Auto,Two-Door Car,355.2
356,CE56187,OR,F,Master,436312.46,54514.0,109.0,3,Personal Auto,SUV,286.234931
357,JL19416,CA,F,High School or Below,588430.86,0.0,161.0,0,Personal Auto,SUV,1159.2
358,JZ61422,NV,F,College,527219.16,96668.0,66.0,0,Personal Auto,Four-Door Car,316.8
359,LA13377,CA,M,Doctor,550989.57,78879.0,69.0,1,Personal Auto,Four-Door Car,466.570791
360,NC99948,NV,M,College,1631368.35,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
361,QD34785,AZ,F,Bachelor,567805.02,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
362,RO26085,CA,F,Bachelor,1210120.88,0.0,112.0,0,Personal Auto,Luxury,1252.406235
363,ES57969,OR,M,Bachelor,245357.08,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2
364,JK55587,CA,M,High School or Below,507566.27,23082.0,65.0,0,Special Auto,Four-Door Car,312.0
365,RN97635,AZ,M,Bachelor,321497.94,53984.0,80.0,0,Corporate Auto,Four-Door Car,421.484456
366,BI76326,CA,F,College,1227534.31,52135.0,156.0,0,Personal Auto,SUV,430.505942
367,JA34909,CA,F,College,272221.07,17576.0,71.0,0,Corporate Auto,Four-Door Car,398.502948
368,OJ90342,OR,F,Bachelor,245744.09,29486.0,62.0,0,Personal Auto,Four-Door Car,7.646763
369,CM88932,OR,F,Master,355484.53,58557.0,88.0,0,Corporate Auto,Four-Door Car,55.510526
370,JJ97525,CA,M,Bachelor,492954.97,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869
371,XV21647,CA,F,High School or Below,803645.03,0.0,112.0,0,Personal Auto,Luxury,806.4
372,MC83487,AZ,M,Bachelor,427691.53,18768.0,68.0,3,Corporate Auto,Four-Door Car,647.454583
373,BL90769,CA,F,Bachelor,3347334.95,33190.0,106.0,0,Personal Auto,SUV,508.8
374,CR57148,OR,F,Master,596058.14,47945.0,74.0,0,Personal Auto,Two-Door Car,128.43823
375,CP85232,AZ,M,College,4479546.94,58778.0,126.0,0,Special Auto,SUV,302.033971
376,YL74732,CA,F,High School or Below,383211.81,15192.0,100.0,0,Personal Auto,SUV,480.0
377,FG16766,CA,F,Bachelor,683793.26,51859.0,171.0,0,Personal Auto,SUV,1003.160633
378,NV55438,NV,F,High School or Below,528526.82,23422.0,72.0,0,Personal Auto,Two-Door Car,518.4
379,RM10880,CA,F,College,309651.12,21604.0,79.0,0,Corporate Auto,Four-Door Car,379.2
380,GL56175,AZ,M,College,358971.07,79298.0,90.0,0,Personal Auto,Four-Door Car,244.362072
381,UK52289,AZ,F,Bachelor,258240.85,76731.0,64.0,0,Special Auto,Four-Door Car,201.455005
382,OT85112,WA,M,College,340391.94,38460.0,88.0,1,Personal Auto,Four-Door Car,91.55098
383,BC62782,AZ,F,College,1357567.6,48534.0,115.0,1,Personal Auto,SUV,552.0
384,TI19722,WA,M,Doctor,343613.43,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
385,JP30654,OR,F,College,2868582.79,48412.0,104.0,0,Personal Auto,SUV,707.430832
386,UM45563,WA,M,Bachelor,450267.97,68798.0,114.0,0,Personal Auto,SUV,92.915251
387,EN60878,OR,M,Bachelor,618311.15,23712.0,85.0,0,Personal Auto,Four-Door Car,376.126419
388,JF36291,CA,M,College,387364.7,28142.0,105.0,0,Personal Auto,Luxury,701.708239
389,BK59444,CA,F,Master,1892933.06,72196.0,68.0,0,Personal Auto,Four-Door Car,152.184244
390,MK70700,CA,M,Master,555329.58,68197.0,69.0,0,Personal Auto,Four-Door Car,176.819414
391,IW71076,CA,M,Bachelor,501125.92,75248.0,63.0,0,Corporate Auto,Four-Door Car,104.454624
392,AP98768,CA,F,College,1044244.63,0.0,98.0,0,Personal Auto,Four-Door Car,941.718054
393,OM24164,NV,M,Bachelor,219961.78,0.0,65.0,1,Personal Auto,Two-Door Car,468.0
394,HR85211,WA,F,Master,512317.09,89879.0,63.0,0,Personal Auto,Two-Door Car,94.030308
395,VC87846,OR,M,High School or Below,748431.05,46998.0,96.0,0,Corporate Auto,Four-Door Car,460.8
396,ZM92052,OR,M,Bachelor,261302.31,57099.0,67.0,0,Personal Auto,Two-Door Car,67.859881
397,ON73702,AZ,F,Bachelor,908063.97,33897.0,114.0,0,Corporate Auto,SUV,539.843003
398,QQ90441,NV,F,High School or Below,1377097.62,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
399,HU35721,OR,M,High School or Below,287682.29,40171.0,73.0,0,Personal Auto,Four-Door Car,350.4
400,YP47665,WA,M,Doctor,540891.15,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
401,FU99476,WA,M,High School or Below,677030.68,74422.0,85.0,1,Personal Auto,Four-Door Car,95.338505
402,AG85615,OR,M,College,2414387.56,0.0,87.0,0,Special Auto,Four-Door Car,626.4
403,OY74069,AZ,F,College,353805.95,0.0,67.0,5,Personal Auto,Four-Door Car,321.6
404,DJ91267,NV,F,Bachelor,2909123.94,34226.0,244.0,0,Personal Auto,Luxury,494.395024
405,KB72438,CA,F,High School or Below,1983420.12,65989.0,123.0,1,Personal Auto,SUV,115.545086
406,TR67616,OR,M,High School or Below,473136.7,30686.0,61.0,0,Corporate Auto,Four-Door Car,19.938981
407,GF65731,CA,F,Master,3553784.6,0.0,113.0,0,Personal Auto,Luxury,799.926741
408,HB67642,AZ,F,High School or Below,3461137.9,20090.0,109.0,0,Personal Auto,Luxury,523.2
409,DP84567,CA,M,High School or Below,2021630.88,0.0,183.0,0,Personal Auto,Luxury,878.4
410,VV77534,OR,M,College,1397651.93,77094.0,176.0,0,Personal Auto,SUV,444.470676
411,GL67540,CA,F,College,590408.82,97413.0,73.0,0,Personal Auto,Four-Door Car,268.819985
412,SV50502,OR,F,Master,559583.5,79189.0,69.0,0,Corporate Auto,Four-Door Car,331.2
413,UK59698,CA,F,High School or Below,229430.36,0.0,62.0,0,Personal Auto,Two-Door Car,297.6
414,OA57352,AZ,F,College,627391.19,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
415,ZF84449,OR,F,College,372672.8,0.0,112.0,1,Special Auto,Luxury,806.4
416,AX86150,WA,M,High School or Below,265671.31,62777.0,67.0,0,Personal Auto,Two-Door Car,101.288069
417,HG39060,OR,M,Bachelor,511068.08,0.0,74.0,0,Corporate Auto,Four-Door Car,532.8
418,EM29359,NV,M,College,712659.65,17483.0,183.0,0,Personal Auto,Luxury,1317.6
419,SF57173,OR,M,Master,460163.41,84394.0,114.0,0,Personal Auto,SUV,691.412378
420,OT47603,OR,M,College,915523.97,0.0,127.0,0,Personal Auto,Luxury,804.811859
421,SW31412,OR,F,College,1480805.62,41440.0,62.0,1,Personal Auto,Four-Door Car,297.6
422,JS36322,AZ,M,High School or Below,890167.84,0.0,136.0,1,Personal Auto,Luxury,1090.86434
423,RE81445,OR,F,College,573459.82,98132.0,71.0,0,Personal Auto,Two-Door Car,50.587035
424,RM24280,OR,F,High School or Below,417769.7,0.0,112.0,0,Personal Auto,Four-Door Car,537.6
425,LC25393,CA,M,Bachelor,2777628.91,88220.0,230.0,0,Personal Auto,Luxury,151.528482
426,UX38930,AZ,F,Master,1036434.75,58327.0,129.0,0,Personal Auto,SUV,347.075948
427,HD95496,OR,M,Master,785190.14,25950.0,66.0,0,Personal Auto,Two-Door Car,271.697529
428,RX24650,OR,M,High School or Below,477294.38,20993.0,133.0,0,Corporate Auto,SUV,638.4
429,DW19309,OR,M,High School or Below,1422650.49,65726.0,177.0,0,Corporate Auto,SUV,849.6
430,MT41386,WA,M,Bachelor,287543.24,84768.0,72.0,0,Personal Auto,Two-Door Car,110.484661
431,WZ40465,WA,F,Bachelor,504129.96,36234.0,63.0,0,Personal Auto,Four-Door Car,113.534474
432,DB42794,CA,M,College,436293.12,58842.0,110.0,0,Personal Auto,Four-Door Car,528.0
433,JB50798,OR,F,Master,962452.44,25629.0,124.0,2,Corporate Auto,Luxury,595.2
434,IP69763,WA,F,College,2191440.55,77311.0,181.0,0,Personal Auto,SUV,113.609508
435,TE35785,CA,M,Doctor,694842.22,0.0,196.0,2,Personal Auto,Luxury,1337.063487
436,HX74855,WA,M,High School or Below,247152.84,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025
437,QN65180,OR,F,Bachelor,2190391.36,22254.0,79.0,0,Personal Auto,Four-Door Car,125.194389
438,GE47180,NV,M,High School or Below,902882.14,65974.0,113.0,0,Personal Auto,Luxury,235.220971
439,VQ38776,OR,F,College,530375.95,0.0,76.0,0,Personal Auto,Four-Door Car,395.34111
440,BH86846,WA,M,High School or Below,2070825.88,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
441,IN17648,NV,M,High School or Below,512376.81,0.0,74.0,0,Personal Auto,Two-Door Car,772.798511
442,DF95759,OR,M,College,949234.3,0.0,132.0,0,Personal Auto,SUV,633.6
443,QG45324,OR,F,High School or Below,820486.32,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
444,MN61620,AZ,F,College,987729.57,67752.0,131.0,4,Personal Auto,Luxury,168.517149
445,YH86390,CA,F,Bachelor,481500.97,25398.0,64.0,0,Corporate Auto,Four-Door Car,307.2
446,FY13480,CA,M,High School or Below,627701.17,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
447,YH61661,CA,M,High School or Below,826063.98,33321.0,105.0,0,Special Auto,SUV,504.0
448,NL93182,NV,M,Bachelor,254945.0,0.0,78.0,0,Corporate Auto,Four-Door Car,845.654042
449,LN31673,WA,,College,1131808.98,38923.0,99.0,2,Personal Auto,Four-Door Car,115.728852
450,WE68644,OR,F,Bachelor,380392.18,20325.0,100.0,0,Personal Auto,Luxury,668.29397
451,EZ30498,OR,M,Bachelor,863540.35,13129.0,117.0,0,Personal Auto,SUV,700.901632
452,QY74517,OR,F,High School or Below,551055.9,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
453,NM88660,NV,M,Master,358588.41,49080.0,91.0,0,Corporate Auto,Four-Door Car,25.299
454,MZ82036,NV,M,College,488925.28,42536.0,63.0,0,Personal Auto,Four-Door Car,375.330097
455,ID20929,OR,M,Bachelor,275694.17,29926.0,74.0,0,Corporate Auto,Four-Door Car,418.233667
456,EY50028,NV,M,Doctor,328954.74,0.0,86.0,0,Corporate Auto,Two-Door Car,398.240791
457,TT82373,CA,F,Bachelor,1093717.85,21450.0,138.0,0,Personal Auto,Luxury,938.513425
458,OH64088,CA,M,High School or Below,737556.79,33345.0,65.0,0,Corporate Auto,Four-Door Car,338.619869
459,SK97780,CA,F,Bachelor,1011077.82,15752.0,90.0,0,Corporate Auto,Two-Door Car,339.344531
460,IO33050,OR,F,High School or Below,511941.43,40169.0,65.0,1,Personal Auto,Four-Door Car,302.818833
461,XA55917,CA,F,College,853383.2,26049.0,113.0,1,Personal Auto,SUV,619.165344
462,JK32620,NV,M,College,222476.8,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
463,RQ19236,AZ,M,Doctor,804280.38,55411.0,100.0,0,Personal Auto,Luxury,259.561195
464,QC47433,OR,M,College,255443.71,12459.0,70.0,0,Personal Auto,Four-Door Car,336.0
465,RA93608,OR,M,Bachelor,1807394.0,64620.0,76.0,1,Personal Auto,Two-Door Car,364.8
466,XH97711,CA,M,Bachelor,243050.66,83140.0,61.0,0,Corporate Auto,Four-Door Car,179.161843
467,AU96286,OR,F,Bachelor,316765.84,0.0,92.0,0,Corporate Auto,Four-Door Car,662.4
468,KC17170,AZ,F,Bachelor,546560.4,54422.0,68.0,0,Corporate Auto,Four-Door Car,75.501852
469,ZN47335,CA,M,College,1035751.42,68309.0,131.0,0,Corporate Auto,SUV,306.983596
470,EI46264,CA,M,High School or Below,253781.39,56621.0,65.0,2,Personal Auto,Four-Door Car,84.026848
471,EK87864,AZ,F,College,282194.72,38977.0,70.0,0,Special Auto,Four-Door Car,139.489926
472,GV45403,AZ,M,Bachelor,775712.81,0.0,111.0,0,Corporate Auto,Two-Door Car,607.4459
473,QK31192,AZ,M,High School or Below,407913.27,0.0,114.0,0,Corporate Auto,Two-Door Car,631.124372
474,LU89008,AZ,F,College,595554.46,0.0,83.0,0,Personal Auto,Four-Door Car,628.023494
475,NS10490,OR,F,Bachelor,1415861.36,83235.0,70.0,0,Personal Auto,Two-Door Car,336.0
476,KL98495,NV,M,College,848723.8,0.0,74.0,0,Personal Auto,Two-Door Car,426.655599
477,IU96845,AZ,M,College,628547.69,32390.0,80.0,0,Personal Auto,Four-Door Car,91.417923
478,QL93655,OR,F,High School or Below,1147348.15,66538.0,95.0,0,Personal Auto,Two-Door Car,317.844812
479,PF40592,WA,F,College,494263.06,23285.0,65.0,0,Personal Auto,Two-Door Car,118.446235
480,LZ34046,OR,M,Bachelor,2359468.02,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
481,JC80093,WA,M,Master,257250.66,21104.0,66.0,0,Personal Auto,Four-Door Car,118.454974
482,YE88490,AZ,F,College,538089.86,55350.0,67.0,0,Personal Auto,Four-Door Car,321.6
483,YC80498,CA,F,College,477055.09,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
484,AI85843,AZ,F,Master,675665.14,33288.0,86.0,2,Personal Auto,Four-Door Car,221.856184
485,XD66024,AZ,F,College,593601.18,0.0,84.0,0,Personal Auto,Four-Door Car,980.169081
486,FY51713,AZ,F,Bachelor,357076.05,56168.0,88.0,0,Personal Auto,Four-Door Car,614.675906
487,PH26378,CA,M,College,601996.05,0.0,92.0,0,Personal Auto,Four-Door Car,662.4
488,WQ18638,OR,M,High School or Below,542686.4,23105.0,69.0,0,Personal Auto,Two-Door Car,331.2
489,KY14688,OR,F,Master,273031.38,36218.0,68.0,0,Personal Auto,Four-Door Car,145.252168
490,TC97762,CA,F,High School or Below,498268.14,52275.0,62.0,0,Corporate Auto,Four-Door Car,374.240783
491,QC87108,OR,F,College,876926.68,49665.0,74.0,0,Personal Auto,Four-Door Car,355.2
492,CX12134,NV,M,High School or Below,422061.35,32471.0,110.0,0,Personal Auto,Two-Door Car,528.0
493,SM73248,AZ,M,High School or Below,1153750.51,0.0,86.0,1,Corporate Auto,Two-Door Car,619.2
494,CK19789,CA,F,Master,588718.2,62773.0,73.0,0,Personal Auto,Four-Door Car,80.669257
495,UV12583,CA,F,College,470058.38,76694.0,117.0,0,Personal Auto,SUV,561.6
496,JC11405,OR,M,High School or Below,1096395.72,55687.0,276.0,0,Personal Auto,Luxury,1324.8
497,KA89683,AZ,F,High School or Below,252317.12,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
498,BG85305,NV,M,Doctor,375780.47,36633.0,96.0,1,Personal Auto,Four-Door Car,460.8
499,UQ87917,OR,M,High School or Below,1294173.35,77060.0,106.0,0,Personal Auto,SUV,468.566133
500,XN11823,NV,F,Bachelor,376446.51,92600.0,94.0,0,Corporate Auto,Two-Door Car,842.43785
501,OS46571,CA,M,High School or Below,688955.7,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
502,PX17116,NV,M,College,362345.42,0.0,111.0,2,Corporate Auto,SUV,1171.93117
503,RP19541,AZ,M,College,758211.38,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802
504,ZR25747,OR,F,College,827774.56,45257.0,103.0,0,Corporate Auto,Two-Door Car,494.4
505,NQ86532,CA,M,High School or Below,257645.56,26854.0,66.0,0,Personal Auto,Four-Door Car,475.2
506,JY27336,OR,F,College,820538.79,85840.0,102.0,2,Corporate Auto,SUV,138.722385
507,PB54378,OR,F,Doctor,1958246.89,26463.0,72.0,0,Corporate Auto,Four-Door Car,345.6
508,SV38190,NV,F,Bachelor,648152.66,30689.0,81.0,0,Personal Auto,Four-Door Car,467.24802
509,CV24005,OR,M,High School or Below,259931.09,29590.0,66.0,0,Corporate Auto,Two-Door Car,467.503236
510,EX28656,OR,F,College,983033.76,25965.0,253.0,0,Personal Auto,Luxury,1214.4
511,CF57022,OR,M,Bachelor,1044265.14,17269.0,139.0,0,Personal Auto,SUV,667.2
512,GM16780,OR,M,College,3605753.7,90330.0,137.0,3,Corporate Auto,Luxury,192.085299
513,BX94438,CA,F,High School or Below,847003.68,0.0,113.0,0,Corporate Auto,SUV,619.973889
514,RM41745,CA,F,High School or Below,827878.65,0.0,110.0,0,Personal Auto,Four-Door Car,1002.782553
515,XR70252,CA,F,High School or Below,478893.26,0.0,67.0,1,Personal Auto,Two-Door Car,321.6
516,YH92099,AZ,F,Bachelor,308799.99,18558.0,80.0,0,Special Auto,Four-Door Car,384.0
517,SG81493,AZ,M,Bachelor,444373.62,46384.0,113.0,0,Corporate Auto,Four-Door Car,251.774574
518,ZX23819,OR,F,High School or Below,798408.65,0.0,72.0,0,Personal Auto,Two-Door Car,866.208321
519,FJ54907,OR,F,College,718097.1,42303.0,180.0,0,Personal Auto,Luxury,1210.920949
520,CU26127,CA,F,Bachelor,1565603.43,71731.0,130.0,0,Corporate Auto,SUV,599.648466
521,YH60476,OR,M,High School or Below,578018.22,51066.0,74.0,0,Corporate Auto,Four-Door Car,787.993313
522,ZZ97035,CA,M,College,2071494.04,0.0,203.0,0,Corporate Auto,Luxury,2027.724442
523,GE82737,NV,F,Bachelor,533735.24,0.0,86.0,3,Personal Auto,Four-Door Car,619.2
524,KY21873,AZ,M,College,505082.62,0.0,69.0,0,Personal Auto,Two-Door Car,72.852047
525,UA51318,AZ,F,High School or Below,511662.4,26173.0,68.0,1,Corporate Auto,Four-Door Car,449.819671
526,BV55014,OR,M,Bachelor,726873.7,24445.0,63.0,0,Personal Auto,Two-Door Car,302.4
527,HX21307,OR,M,College,261661.39,72302.0,66.0,0,Personal Auto,Two-Door Car,316.8
528,LQ68252,OR,M,High School or Below,373843.62,27208.0,102.0,0,Personal Auto,SUV,489.6
529,CR92802,CA,F,Master,272535.64,36650.0,69.0,1,Special Auto,Four-Door Car,56.60333
530,SL35268,AZ,M,College,545386.12,30855.0,68.0,0,Corporate Auto,Four-Door Car,259.060862
531,RD62882,AZ,F,Bachelor,684615.03,0.0,95.0,0,Personal Auto,Two-Door Car,456.0
532,JS42382,OR,M,Master,617291.42,99960.0,76.0,0,Corporate Auto,Four-Door Car,364.8
533,BT30554,AZ,F,Bachelor,1034632.45,0.0,98.0,0,Personal Auto,Four-Door Car,470.4
534,VP57424,NV,F,Bachelor,699700.86,55873.0,88.0,0,Personal Auto,Four-Door Car,299.356083
535,VU19243,AZ,F,High School or Below,419625.77,18052.0,111.0,0,Personal Auto,Four-Door Car,699.1679
536,TA82973,OR,F,High School or Below,785810.98,28937.0,104.0,2,Personal Auto,SUV,117.959654
537,GK71720,OR,F,High School or Below,606434.4,0.0,86.0,0,Personal Auto,Four-Door Car,545.240341
538,OQ61223,CA,M,College,1749752.2,0.0,73.0,0,Personal Auto,Two-Door Car,350.4
539,LL62746,OR,M,Doctor,897064.73,12829.0,118.0,0,Personal Auto,SUV,328.231432
